20.839	21.839	Ding
66.127	67.127	Ding
111.415	112.415	Ding
156.703	157.703	Ding
201.991	202.991	Ding
247.279	248.279	Ding
292.567	293.567	Ding
337.855	338.855	Ding
383.143	384.143	Ding
428.431	429.431	Ding
473.719	474.719	Ding
519.007	520.007	Ding
564.295	565.295	Ding
609.583	610.583	Ding
654.871	655.871	Ding
700.159	701.159	Ding
745.447	746.447	Ding
790.735	791.735	Ding
836.023	837.023	Ding
881.311	882.311	Ding
926.599	927.599	Ding
971.887	972.887	Ding
1017.175	1018.175	Ding
1062.463	1063.463	Ding
1107.751	1108.751	Ding
1153.039	1154.039	Ding
1198.327	1199.327	Ding
1243.615	1244.615	Ding
1288.903	1289.903	Ding
1334.191	1335.191	Ding
1379.479	1380.479	Ding
1424.767	1425.767	Ding
1470.055	1471.055	Ding
1515.343	1516.343	Ding
1560.631	1561.631	Ding
1605.919	1606.919	Ding
1651.207	1652.207	Ding
1696.495	1697.495	Ding
1741.783	1742.783	Ding
1787.071	1788.071	Ding
1832.359	1833.359	Ding
