20.471	21.471	Ding
65.749	66.749	Ding
111.027	112.027	Ding
156.305	157.305	Ding
201.583	202.583	Ding
246.861	247.861	Ding
292.139	293.139	Ding
337.417	338.417	Ding
382.695	383.695	Ding
427.973	428.973	Ding
473.251	474.251	Ding
518.529	519.529	Ding
563.807	564.807	Ding
609.085	610.085	Ding
654.363	655.363	Ding
699.641	700.641	Ding
744.919	745.919	Ding
790.197	791.197	Ding
835.475	836.475	Ding
880.753	881.753	Ding
926.031	927.031	Ding
971.309	972.309	Ding
1016.587	1017.587	Ding
1061.865	1062.865	Ding
1107.143	1108.143	Ding
1152.421	1153.421	Ding
1197.699	1198.699	Ding
1242.977	1243.977	Ding
1288.917	1289.917	Ding
1334.195	1335.195	Ding
1379.473	1380.473	Ding
1424.751	1425.751	Ding
1470.029	1471.029	Ding
1515.307	1516.307	Ding
1560.585	1561.585	Ding
1605.863	1606.863	Ding
