27.27	28.27	Ding
72.558	73.558	Ding
117.846	118.846	Ding
163.134	164.134	Ding
208.422	209.422	Ding
253.71	254.71	Ding
298.998	299.998	Ding
344.286	345.286	Ding
389.574	390.574	Ding
434.862	435.862	Ding
480.15	481.15	Ding
525.438	526.438	Ding
570.726	571.726	Ding
616.014	617.014	Ding
661.302	662.302	Ding
706.59	707.59	Ding
751.878	752.878	Ding
797.166	798.166	Ding
842.454	843.454	Ding
887.742	888.742	Ding
933.03	934.03	Ding
978.318	979.318	Ding
1023.606	1024.606	Ding
1068.894	1069.894	Ding
1114.182	1115.182	Ding
1159.47	1160.47	Ding
1204.758	1205.758	Ding
1250.046	1251.046	Ding
1295.334	1296.334	Ding
1340.622	1341.622	Ding
1385.91	1386.91	Ding
1431.198	1432.198	Ding
1476.486	1477.486	Ding
1521.774	1522.774	Ding
1567.062	1568.062	Ding
1612.35	1613.35	Ding
1657.638	1658.638	Ding
1702.926	1703.926	Ding
1748.214	1749.214	Ding
1793.502	1794.502	Ding
1838.79	1839.79	Ding
1884.078	1885.078	Ding
1929.366	1930.366	Ding
1974.654	1975.654	Ding
