40.832	41.832	Ding
86.107	87.107	Ding
131.382	132.382	Ding
176.657	177.657	Ding
221.932	222.932	Ding
267.207	268.207	Ding
312.482	313.482	Ding
357.757	358.757	Ding
403.032	404.032	Ding
448.307	449.307	Ding
493.582	494.582	Ding
538.857	539.857	Ding
584.132	585.132	Ding
629.407	630.407	Ding
674.682	675.682	Ding
719.957	720.957	Ding
765.232	766.232	Ding
810.507	811.507	Ding
855.782	856.782	Ding
901.057	902.057	Ding
946.332	947.332	Ding
991.607	992.607	Ding
1036.882	1037.882	Ding
1082.157	1083.157	Ding
1127.432	1128.432	Ding
1172.707	1173.707	Ding
1217.982	1218.982	Ding
1263.257	1264.257	Ding
1308.532	1309.532	Ding
1353.807	1354.807	Ding
1399.082	1400.082	Ding
1444.357	1445.357	Ding
1489.632	1490.632	Ding
1534.907	1535.907	Ding
1580.182	1581.182	Ding
1625.457	1626.457	Ding
1670.732	1671.732	Ding
1716.007	1717.007	Ding
1761.282	1762.282	Ding
1806.557	1807.557	Ding
1851.832	1852.832	Ding
1897.107	1898.107	Ding
1942.382	1943.382	Ding
1987.657	1988.657	Ding
2032.932	2033.932	Ding
